KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
EVENT_TAPERECORDER_REW1_M,,,,,,,,,,,
EVENT_TAPERECORDER_REW1_F,,,,,,,,,,,
EVENT_TAPERECORDER_REW1_N,"Rewinding the tape, {catname} listens to the whole message contained on it.

They meditate on the strange words of the recording, learning new techniques!",,"{catname} rebobina la cinta y escucha todo el mensaje que contiene.

Medita acerca de las extrañas palabras que contenía la grabación ¡y aprende técnicas nuevas!",,"{catname} spult die Kassette zurück und hört sich die Nachricht an.

{catname} denkt über die tiefgründigen Worte der Aufnahme nach und lernt neue Fähigkeiten!",,,,,,"倒回磁带后，{catname} 听完了里面包含的整条信息。

它对录音中奇怪的词句进行了冥想，
学会了新的技艺！"
EVENT_TAPERECORDER_REW2,"As the tape reels spin, a contraption at the back of the recorder flips open and a large item tumbles out!",listen good rare,"Mientras las bobinas de la cinta giran, se abre un aparato en la parte trasera de la grabadora ¡y de él cae un gran objeto!","Les bobines tournent et tournent, puis le compartiment arrière de l'engin s'ouvre et fait tomber un objet d'une certaine taille&nbsp;!",Das Kassettenband dreht und dreht sich und plötzlich öffnet sich ein Fach auf der Rückseite des Rekorders. Ein großer Gegenstand fällt heraus!,"Mentre il registratore gira, un aggeggio sul retro del dispositivo si apre e un grosso oggetto ne rotola fuori!","Conforme as bobinas de fita giram, um mecanismo na parte traseira do gravador se abre e um objeto grande cai para fora!",,,,"随着磁带旋转，
录音机背面的一道装置弹开了，
掉出了一个大件物品！"
EVENT_TAPERECORDER_REW3,"The tape recorder spins and a strange howling emits from the speakers...

{catname} begins to hear strange sounds from beneath the ground around {him}...",listen bad,"La grabadora gira y un misterioso aullido sale de los altavoces...

{catname} empieza a oír a su alrededor extraños sonidos procedentes del suelo.","Le magnétophone tourne et émet par ses haut-parleurs un hurlement des plus bizarres...

{catname} commence à entendre des bruits curieux provenant du sol autour et sous ses pattes...","Das Kassettenband dreht sich und ein merkwürdiges Gekreische ertönt&nbsp;…

{catname} hört komische Geräusche, die von unter der Erde zu ertönen scheinen&nbsp;…","Il registratore gira, e gli altoparlanti emettono un bizzarro ululato...

{catname} inizia a sentire strani suoni da sottoterra e nei dintorni...","O gravador gira e um uivo estranho emana dos alto-falantes...

{catname} começa a ouvir sons estranhos vindos de baixo da terra ao seu redor...",,,,"录音机飞速旋转，
扬声器里发出奇怪的嚎叫声……

{catname} 开始听到周围地底下传出奇怪的
声音……"
EVENT_TAPERECORDER_REW3_M,,,,,,,,,,,
EVENT_TAPERECORDER_REW3_F,,,,,,,,,,,
EVENT_TAPERECORDER_REW3_N,,,,,,,,,,,
EVENT_TAPERECORDER_REW4,"The tape recorder emits a terrifying howling sound!

{catname}'s hair stands up on end. Something truly horrifying is happening and it is too late to stop!",listen bad rare,"¡La grabadora emite un aullido terrorífico!

A {catname} se le ponen los pelos de punta. Está sucediendo algo verdaderamente horripilante ¡y ya es demasiado tarde como para detenerlo!","Le magnétophone émet le bruit d'un hurlement terrifiant&nbsp;!

{catname} en a les poils qui se hérissent d'un bout à l'autre. Il s'est passé quelque chose d'horrible et il est trop tard pour l'empêcher&nbsp;!","Der Kassettenrekorder spielt ein grausiges Kreischen ab!

Das Fell von {catname} stellt sich auf. Etwas Schreckliches geht hier vor sich und jetzt ist es zu spät, um etwas dagegen zu unternehmen!",,"O gravador emite um som estridente e aterrador!

Os pelos de {catname} se arrepiam. Algo verdadeiramente horripilante está acontecendo e é tarde demais para impedir!",,,,"录音机发出恐怖的嚎叫！

{catname} 毛骨悚然。某种真正恐怖的事情正在发生，
现在阻止已经太迟了！"
EVENT_TAPERECORDER_REW4_M,,,,,,"Il registratore emette un ululato terrificante!

I peli di {catname} gli si rizzano sulla pelliccia. Qualcosa di orribile sta per succedere, ed è troppo tardi per fermarsi!",,,,,
EVENT_TAPERECORDER_REW4_F,,,,,,"Il registratore emette un ululato terrificante!

I peli di {catname} le si rizzano sulla pelliccia. Qualcosa di orribile sta per succedere, ed è troppo tardi per fermarsi!",,,,,
EVENT_TAPERECORDER_REW4_N,,,,,,"Il registratore emette un ululato terrificante!

I peli di {catname} si rizzano sulla sua pelliccia. Qualcosa di orribile sta per succedere, ed è troppo tardi per fermarsi!",,,,,
EVENT_TAPERECORDER_REW5,"{catname} hits the recorder with {his} paws, banging on the various buttons.

With a click, the tape reel pops off and the recorder goes silent. Crisis averted!",bash good,"{catname} pulsa diversos botones de la grabadora con la pata.

Con un clic, la cinta sale del aparato, que deja de emitir sonidos. ¡Crisis evitada!","{catname} tape avec ses pattes sur le magnétophone et appuie sur de nombreux boutons.

Après un clic, la bobine sort d'un coup et le magnétophone ne fait plus un bruit. La crise est évitée&nbsp;!","{catname} schlägt mit den Tatzen auf die rätselhaften Knöpfe ein.

Einer von ihnen rastet ein und das Kassettenband bleibt stehen. Die potenzielle Krise wurde abgewendet!","{catname} colpisce il registratore con le zampe, schiacchiando i vari pulsanti.

Con un click, il nastro viene espulso e il registratore si zittisce. Crisi scongiurata!","{catname} bate no gravador com suas patas, apertando vários botões.

Com um clique, a bobina se solta e o gravador silencia. Crise evitada!",,,,"{catname} 用爪子拍打录音机，胡乱按着各种按钮。

咔哒一声，磁带卷弹了出来，
录音机恢复了寂静。危机解除！"
EVENT_TAPERECORDER_REW5_M,,,,,,,,,,,
EVENT_TAPERECORDER_REW5_F,,,,,,,,,,,
EVENT_TAPERECORDER_REW5_N,,,,,,,,,,,
EVENT_TAPERECORDER_REW6,"{catname} leaps onto the recorder, tearing out the tape and shredding it into useless plastic!

The tape recorder has been [b]permanently[/b] destroyed.",bash good rare,"{catname} se abalanza sobre la grabadora, le arranca la cinta y la destroza hasta que no queda más que plástico inservible.

Ha destruido la grabadora [b]para siempre[/b].","{catname} saute sur le magnétophone, arrache la bobine et en fait de petits bouts de plastique inutile&nbsp;!

Le magnétophone a été détruit de manière [b]permanente[/b].","{catname} springt den Rekorder an, reißt das Band heraus und zerstört es!

Der Kassettenrekorder ist [b]endgültig[/b] kaputt.","{catname} salta sul registratore, strappandone il nastro e riducendolo a inutile plastica!

Il registratore è stato distrutto [b]permanentemente[/b].","{catname} salta sobre o gravador, arrancando a fita e reduzindo-a a plástico inútil!

O gravador foi [b]permanentemente[/b] destruído.",,,,"{catname} 扑向录音机，
扯出磁带并将其撕成一堆没用的塑料片！

录音机已经被[b]永久[/b]损毁了。"
EVENT_TAPERECORDER_REW6_M,,,,,,,,,,,
EVENT_TAPERECORDER_REW6_F,,,,,,,,,,,
EVENT_TAPERECORDER_REW6_N,,,,,,,,,,,
EVENT_TAPERECORDER_REW7,"The tape recorder spins and a strange howling emits from the speakers...

{catname} begins to hear strange sounds from beneath the ground around {him}...",bash bad,"La grabadora gira y un misterioso aullido sale de los altavoces...

{catname} empieza a oír a su alrededor extraños sonidos procedentes del suelo.","Le magnétophone tourne et émet par ses haut-parleurs un hurlement des plus bizarres...

{catname} commence à entendre des bruits curieux provenant du sol autour et sous ses pattes...","Das Kassettenband dreht sich und ein merkwürdiges Gekreische ertönt&nbsp;…

{catname} hört komische Geräusche, die von unter der Erde zu ertönen scheinen&nbsp;…","Il registratore gira, e gli altoparlanti emettono un bizzarro ululato...

{catname} inizia a sentire strani suoni da sottoterra e tutto intorno...","O gravador gira e um uivo estranho emana dos alto-falantes...

{catname} começa a ouvir sons estranhos vindos de baixo da terra ao seu redor...",,,,"录音机飞速旋转，
扬声器里发出奇怪的嚎叫声……

{catname} 开始听到周围地底下传出奇怪的
声音……"
EVENT_TAPERECORDER_REW7_M,,,,,,,,,,,
EVENT_TAPERECORDER_REW7_F,,,,,,,,,,,
EVENT_TAPERECORDER_REW7_N,,,,,,,,,,,
EVENT_TAPERECORDER_REW8,"The tape recorder emits a terrifying howling sound!

{catname}'s hair stands up on end. Something truly horrifying is happening and it is too late to stop!",bash bad rare,"¡La grabadora emite un aullido terrorífico!

A {catname} se le ponen los pelos de punta. Está sucediendo algo verdaderamente horripilante ¡y ya es demasiado tarde como para detenerlo!","Le magnétophone émet le bruit d'un hurlement terrifiant&nbsp;!

{catname} en a les poils qui se hérissent d'un bout à l'autre. Il s'est passé quelque chose d'horrible et il est trop tard pour l'empêcher&nbsp;!","Der Kassettenrekorder spielt ein grausiges Kreischen ab!

Das Fell von {catname} stellt sich auf. Etwas Schreckliches geht hier vor sich und jetzt ist es zu spät, um etwas dagegen zu unternehmen!",,"O gravador emite um som estridente e aterrador!

Os pelos de {catname} se arrepiam. Algo verdadeiramente horripilante está acontecendo e é tarde demais para impedir!",,,,"录音机发出恐怖的嚎叫！

{catname} 毛骨悚然。某种真正恐怖的事情正在发生，
现在阻止已经太迟了！"
EVENT_TAPERECORDER_REW8_M,,,,,,"Il registratore emette un ululato terrificante!

I peli di {catname} gli si rizzano sulla pelliccia. Qualcosa di orribile sta per succedere, ed è troppo tardi per fermarsi!",,,,,
EVENT_TAPERECORDER_REW8_F,,,,,,"Il registratore emette un ululato terrificante!

I peli di {catname} le si rizzano sulla pelliccia. Qualcosa di orribile sta per succedere, ed è troppo tardi per fermarsi!",,,,,
EVENT_TAPERECORDER_REW8_N,,,,,,"Il registratore emette un ululato terrificante!

I peli di {catname} si rizzano sulla sua pelliccia. Qualcosa di orribile sta per succedere, ed è troppo tardi per fermarsi!",,,,,
EVENT_TAPERECORDER_REW9,{catname} ignores the recorder.,,{catname} hace caso omiso de la grabadora.,{catname} ignore le magnétophone.,{catname} ignoriert den Kassettenrekorder.,{catname} ignora il registratore.,{catname} ignora o gravador.,,,,{catname} 无视了录音机。
EVENT_TAPERECORDER_REW9_M,,,,,,,,,,,
EVENT_TAPERECORDER_REW9_F,,,,,,,,,,,
EVENT_TAPERECORDER_REW9_N,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_NAME,Hole in the earth,,Agujero en el suelo,Trou béant,Ein Loch im Boden,Buco nella Terra,Buraco na Terra,,,,地上的洞
EVENT_HOLEINTHEEARTH_QUES,A deep hole in the Earth lies before {catname}. Orange red light dances up from something burning deep below...,,Ante {catname} hay un agujero en el suelo del que sale un resplandor rojo anaranjado que proviene de algo que arde en las profundidades...,{catname} tombe sur un énorme trou dans la terre. Une lueur rouge orangé s'élève d'un objet en flammes en contrebas...,{catname} entdeckt ein tiefes Loch in der Erde. Orangenes Licht leuchtet in seinen Tiefen&nbsp;…,"Davanti a {catname} si apre una profonda voragine nella terra. Una luce rosso-arancio danza dal profondo, dove qualcosa arde nelle viscere del sottosuolo...",Um buraco profundo na Terra se estende diante de {catname}. Uma luz vermelho-alaranjada emana de algo que queima nas profundezas...,,,,"{catname} 面前出现了一个深邃的地洞。
橙红色的光芒随着地底深处燃烧的
某种东西向上跳跃……"
EVENT_HOLEINTHEEARTH_QUES_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_QUES_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_QUES_N,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW1,"{catname} carefully crawls down the hole...

{He} emerges several minutes later with a glowing item clutched in {his} paw!
",,"Con cuidado, {catname} baja por el agujero.

Varios minutos más tarde vuelve a salir ¡y lleva en la pata un objeto brillante!
","{catname} rampe avec précaution dans le trou...

{He} en ressort plusieurs minutes après, en tenant un objet qui luit&nbsp;!","{catname} steigt das Loch vorsichtig hinab&nbsp;…

Nach ein paar Minuten taucht {he} mit einem glänzenden Gegenstand in der Pfote wieder auf!
","{catname} striscia cautamente giù per il buco...

Diversi minuti dopo ne riemerge con un oggetto luccicante tra le zampe!","{catname} rasteja cuidadosamente pelo buraco...

Após alguns minutos, {catname} emerge com um objeto brilhante agarrado em sua pata!",,,,"{catname} 小心翼翼地爬进洞里……

几分钟后{He}爬了出来，
爪子里攥着一件发光的物品！
"
EVENT_HOLEINTHEEARTH_REW1_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW1_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW1_N,"{catname} carefully crawls down the hole...

They emerge several minutes later with a glowing item clutched in their paw!",,"Con cuidado, {catname} baja por el agujero.

Varios minutos más tarde vuelve a salir ¡y lleva en la pata un objeto brillante!",,"{catname} steigt das Loch vorsichtig hinab&nbsp;…

Nach ein paar Minuten taucht {catname} mit einem glänzenden Gegenstand in der Pfote wieder auf!",,,,,,"{catname} 小心翼翼地爬进洞里……

它在几分钟后爬了出来，
爪子里攥着一件发光的物品！"
EVENT_HOLEINTHEEARTH_REW2,"{catname} descends into the hole...

A hideous laugh breaks the nervous silence and moments later {catname} emerges with a devilish smirk on {his} face!",,"{catname} desciende por el agujero...

Una carcajada espantosa rompe el tenso silencio, y poco después {catname} sale a la superficie con una sonrisa diabólica en la cara.","{catname} descend dans le trou...

Un rire hideux vient briser le silence nerveux et peu après, {catname} ressort avec un rictus diabolique sur le visage&nbsp;!","{catname} steigt das Loch hinab&nbsp;…

Mehrere Minuten lang ist es unheimlich still, bis plötzlich ein grausiges Lachen ertönt! {catname} taucht mit einem boshaften Grinsen im Gesicht wieder auf!","{catname} scende nel buco...

Una risata minacciosa rompe il silenzio nervoso, e dopo qualche attimo {catname} riemerge con un ghigno demoniaco sul volto!","{catname} desce para dentro do buraco...

Uma risada horripilante quebra o silêncio nervoso e, momentos depois, {catname} emerge com um sorriso diabólico no rosto!",,,,"{catname} 深入洞中……

一阵狰狞的笑声打破了令人紧张的寂静，
片刻之后 {catname} 爬了出来，
脸上带着邪恶的苦笑！"
EVENT_HOLEINTHEEARTH_REW2_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW2_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW2_N,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW3,"{catname} leaps into the hole...

The smell of burning hair envelops the party as {catname} reemerges!
",,"{catname} salta al agujero...

El grupo nota un olor a pelo quemado cuando {catname} vuelve a la superficie.
","{catname} saute dans le trou...

Quand {he} ressort, une odeur de poils brûlés se fait sentir&nbsp;!","{catname} springt das Loch hinunter&nbsp;…

Als {catname} wieder auftaucht, vernimmt der Rest der Gruppe den beißenden Gestank von verbranntem Fell!
","{catname} salta nel buco...

La puzza di peli bruciati avviluppa il gruppo mentre {catname} riemerge!","{catname} salta para dentro do buraco...

O cheiro de pelo queimado envolve o grupo quando {catname} reaparece!",,,,"{catname} 纵身跳进洞里……

当 {catname} 重新出现时，
一股烧焦毛发的味道弥漫在队伍周围！

"
EVENT_HOLEINTHEEARTH_REW3_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW3_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW3_N,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW4,"{catname} tries to carefully lower {himself} into the hole but tumbles in, head first!

{catname} cries out in pain as {he} struggles to escape from the burning flames below!
",,"{catname} intenta bajar por el agujero con cuidado, pero tropieza ¡y se cae dentro de cabeza!

Grita de dolor mientras pugna por escapar de las llamas que arden en el interior del agujero.
","{catname} essaie de descendre dans le trou avec précaution, mais trébuche et y tombe la tête la première&nbsp;!

{He} a du mal à échapper aux flammes en bas et crie de douleur&nbsp;!","{catname} versucht vorsichtig das Loch hinabzusteigen, doch {he} stolpert und fällt kopfüber hinein!

{catname} schreit schmerzerfüllt auf, während {he} verzweifelt versucht, den heißen Flammen zu entkommen!
","{catname} tenta di calarsi con cautela nel buco, ma ci precipa dentro di testa!

{catname} piange di dolore mentre cerca a fatica di fuggire dalle fiamme sottostanti!","{catname} tenta descer cuidadosamente para dentro do buraco, mas cai de cabeça!

{catname} grita de dor enquanto luta para escapar das chamas ardentes lá embaixo!",,,,"{catname} 试图小心翼翼地把自己放进洞里，
结果却头朝下栽了进去！

当 {catname} 在下方的烈焰中挣扎逃生时，
发出了痛苦的哀嚎！
"
EVENT_HOLEINTHEEARTH_REW4_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW4_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW4_N,"{catname} tries to carefully lower themselves into the hole but tumbles in, head first!

{catname} cries out in pain as they struggle to escape from the burning flames below!
",,"{catname} intenta bajar por el agujero con cuidado, pero tropieza ¡y se cae dentro de cabeza!

Grita de dolor mientras pugna por escapar de las llamas que arden en el interior del agujero.
",,"{catname} versucht vorsichtig das Loch hinabzusteigen, stolpert aber und fällt kopfüber hinein!

{catname} schreit schmerzerfüllt auf und versucht verzweifelt, den heißen Flammen zu entkommen!
",,,,,,"{catname} 试图小心翼翼地把自己放进洞里，
结果却头朝下栽了进去！

当它在下方的烈焰中挣扎逃生时，
{catname} 发出了痛苦的哀嚎！
"
EVENT_HOLEINTHEEARTH_REW5,"{catname} tosses something from {his} backpack into the hole...
",,"{catname} lanza al agujero algo que llevaba en la mochila...
",{catname} jette un objet de son sac dans le trou...,"{catname} wirft einen Gegenstand aus {his}em Rucksack in das Loch&nbsp;…
",{catname} getta qualcosa dal suo zaino dentro il buco...,{catname} joga algo de sua mochila no buraco...,,,,"{catname} 把背包里的
某样东西扔进了洞里……
"
EVENT_HOLEINTHEEARTH_REW5_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW5_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW5_N,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW6,"{catname} offers up a sacrificial item to the hole...

From the depths of hell below a powerful item is returned!
",,"{catname} le ofrece un objeto como sacrificio al agujero.

¡De las profundidades del infierno regresa un objeto potente!
","{catname} offre une de ses possessions en sacrifice au trou...

Un objet puissant, venant des profondeurs de l'enfer sous leurs pattes, lui est donné en échange&nbsp;!","{catname} bietet dem Loch einen Gegenstand als Opfergabe&nbsp;…

Aus den Tiefen der Hölle erscheint ein mächtiger Gegenstand!
","{catname} offre un oggetto in sacrificio al buco...

Dalle profondità dell'inferno, emerge in cambio un potente oggetto!","{catname} oferece um item como sacrifício ao buraco...

Das profundezas do inferno, um item poderoso retorna!",,,,"{catname} 向洞里供奉了一件祭品……

从下方的地狱深处，
一件强大的物品作为回报被送了上来！

"
EVENT_HOLEINTHEEARTH_REW6_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW6_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW6_N,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW7,"{catname} tosses an item into the hole. {He} hears a faint hissing sound as it burns up deep below.
",,"{catname} lanza un objeto al agujero. Oye el leve siseo del objeto ardiendo en las profundidades.
",{catname} jette un objet dans le trou. {He} entend un vague sifflement au moment où l'objet brûle dans les profondeurs en contrebas.,"{catname} wirft einen Gegenstand in das Loch. {He} vernimmt ein weit entferntes Zischen, als er in den Tiefen verbrennt.
","{catname} getta un oggetto nel buco. Sente un debole sibilo, mentre l'oggetto brucia nelle profondità.",{catname} joga um objeto no buraco e ouve um leve chiado enquanto o objeto queima lá embaixo.,,,,"{catname} 把一件物品扔进洞里。
随着它在地底深处烧尽，
它们听到了一声微弱的嘶嘶声。
"
EVENT_HOLEINTHEEARTH_REW7_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW7_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW7_N,"{catname} tosses an item into the hole. They hear a faint hissing sound as it burns up deep below.
",,"{catname} lanza un objeto al agujero. Oye el leve siseo del objeto ardiendo en las profundidades.
",,"{catname} wirft einen Gegenstand in das Loch und vernimmt ein weit entferntes Zischen, als er in den Tiefen verbrennt.
",,,,,,"{catname} 把一件物品扔进洞里。
它听到了一声微弱的嘶嘶声，
那是它在深处燃烧的声音。
"
EVENT_HOLEINTHEEARTH_REW8,"{catname} pulls an item from {his} bag to toss in the hole but knocks off an equipped item too, and they both tumble down into the chasm!
",,"{catname} se saca un objeto de la bolsa para lanzarlo al agujero, pero se saca un objeto equipado sin querer ¡y ambos caen al abismo!
","{catname} sort un objet de son sac et le jette dans le trou, mais fait aussi tomber un objet équipé. Les deux dégringolent loin dans le gouffre&nbsp;!","{catname} holt einen Gegenstand aus {his}er Tasche, um ihn hinunterzuwerfen. Aus Versehen löst sich außerdem ein Stück seiner Ausrüstung und beides purzelt in den Abgrund!
","{catname} tira fuori un oggetto dallo zaino per gettarlo nel buco, ma lascia cadere anche un pezzo di equipaggiamento che ha addosso. Entrambe le cose precipitano nell'abisso!","{catname} tira um item de sua mochila para jogar no buraco, mas derruba também um item equipado, e ambos caem no abismo!",,,,"{catname} 正要从包里掏出一件物品扔进洞里，
却不小心把一件已装备的物品也撞落了，
两件东西都跌进了深渊！
"
EVENT_HOLEINTHEEARTH_REW8_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW8_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW8_N,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW9,"{catname} does peek into the ominous looking hole, but opts to walk carefully around it instead.",,"{catname} echa un vistazo al inquietante agujero, pero decide rodearlo con cuidado.","{catname} jette tout de même un coup d'œil dans le trou peu rassurant, mais préfère le contourner en faisant bien attention.","{catname} wirft einen Blick in das bedrohliche Loch, entscheidet sich aber lieber dazu, ihm aus dem Weg zu gehen.","{catname} lancia una sbirciatina nel buco dall'aspetto minaccioso, poi opta per girarci cautamente intorno.","{catname} dá uma espiada no buraco de aparência sinistra, mas opta por contorná-lo com cuidado.",,,,"{catname} 确实瞥了一眼那个不祥的洞穴，
但决定还是小心翼翼地绕开它。"
EVENT_HOLEINTHEEARTH_REW9_M,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW9_F,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_REW9_N,,,,,,,,,,,
EVENT_HOLEINTHEEARTH_ENTER_ANSW,Enter the hole,,Entrar en el agujero,Descendre dans le trou,Ins Loch steigen,Entra nel buco,Entrar no buraco,,,,进入洞穴
EVENT_HOLEINTHEEARTH_THROW_ANSW,Throw in a random item,,Lanzar un objeto al azar,Jeter un objet aléatoire,Einen zufälligen Gegenstand hineinwerfen,Getta un oggetto casuale,Jogar um item aleatório,,,,扔进一件随机物品
EVENT_WRITHINGPILEOFMAGGOTS_NAME,Writhing pile of maggots,,Pila de gusanos retorciéndose,Asticots qui grouillent,Madenhaufen,Contorta Pila di Larve,Pilha de Vermes se Contorcendo,,,,蠕动的蛆虫堆
EVENT_WRITHINGPILEOFMAGGOTS_QUES,"A large writhing pile of maggots blocks the way forward!

What should {catname} do?",,"En medio del camino, ¡un montón de gusanos vivos bloquea el paso!

¿Qué debería hacer {catname}?","Un gros tas d'asticots qui gigotent bloque la route du groupe&nbsp;!

Que doit faire {catname}&nbsp;?","Ein großer Haufen aus Maden blockiert den Weg deiner Gruppe!

Was soll {catname} tun?","Una grossa pila contorta di larve blocca la strada!

Che dovrebbe fare {catname}?","Uma grande pilha de vermes se contorcendo bloqueia o caminho!

O que {catname} deve fazer?",,,,"一大堆蠕动的蛆虫挡住了前进的道路！

{catname} 该怎么办？"
EVENT_WRITHINGPILEOFMAGGOTS_QUES_M,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_QUES_F,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_QUES_N,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW1,"{catname} sees something useful poking out from beneath the maggot swarm and pulls it out...
",examine good,"{catname} ve algo útil que sobresale de la pila de gusanos y lo saca...
",{catname} voit quelque chose d'utile dépasser de cette horde d'asticots et tire dessus...,"{catname} sieht etwas Nützliches, das aus dem Madenhaufen hervorragt und zieht es heraus&nbsp;…
","{catname} vede qualcosa di utile che sbuca da sotto il branco di larve, e lo tira fuori...",{catname} vê algo útil se projetando de baixo do enxame de vermes e puxa o objeto para fora...,,,,"{catname} 看到蛆虫群下面露出了一件有用的东西，
并把它拔了出来……
"
EVENT_WRITHINGPILEOFMAGGOTS_REW1_M,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW1_F,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW1_N,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW2,"Carefully digging into the writhing heap, {catname} pulls something out!
",examine good rare,"Con cuidado, {catname} mete la pata entre los gusanos que se retuercen ¡y saca algo!
","Fouillant avec précaution dans le tas ondulant, {catname} trouve quelque chose&nbsp;!","{catname} wühlt sich vorsichtig durch den Haufen und zieht etwas heraus!
","Scavando con cautela nell'ammasso contorto, {catname} tira fuori qualcosa!","Cavando cuidadosamente o monte retorcido, {catname} retira algo de lá!",,,,"{catname} 小心地在这堆蠕动的虫子里挖掘，
扯出了一些东西！
"
EVENT_WRITHINGPILEOFMAGGOTS_REW2_M,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW2_F,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW2_N,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW3,"The maggots in the pile leap forward and bite the cats!
",bad,"Los gusanos de la pila saltan hacia los gatos ¡y los muerden!
",Les asticots bondissent en avant et mordent les chats&nbsp;!,"Die Maden springen die Katzen an und beißen sie!
",Le larve nella pila balzano in avanti e mordono i gatti!,Os vermes do monte saltam para a frente e mordem os gatos!,,,,"堆里的蛆虫跳了过来，咬伤了猫咪！

"
EVENT_WRITHINGPILEOFMAGGOTS_REW4,"{catname} gets too close and one of the worms burrows into {him}!
",bad rare,"{catname} se acerca demasiado ¡y uno de los gusanos se le mete bajo la piel!
",{catname} s'approche de trop près et un des petits vers se fraye un chemin en {him}&nbsp;!,"{catname} geht etwas zu nah an die Maden heran und eine von ihnen beißt sich in {his}em Fell fest!
",,{catname} se aproxima demais e um dos vermes entra em seu corpo!,,,,"{catname} 靠得太近了，其中一条虫子钻进了{him}的身体！

"
EVENT_WRITHINGPILEOFMAGGOTS_REW4_M,,,,,,{catname} si avvicina troppo e uno dei vermi gli si aggrappa addosso!,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW4_F,,,,,,{catname} si avvicina troppo e uno dei vermi le si aggrappa addosso!,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW4_N,,,,,,{catname} si avvicina troppo e uno dei vermi si aggrappa al suo pelo!,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW5,"{catname} smashes a bunch of the small maggots, but nothing seems to happen.",bash good,"{catname} aplasta unos cuantos gusanitos, pero no ocurre nada.","{catname} écrase quelques-uns des asticots, mais il ne semble rien se passer de plus.","{catname} zerquetscht ein paar der kleinen Maden, aber es scheint nichts zu helfen.","{catname} schiaccia alcune delle piccole larve, ma sembra che non succeda niente.","{catname} esmaga um monte de vermes pequenos, mas nada parece acontecer.",,,,"{catname} 砸烂了一堆小蛆虫，
但似乎什么也没发生。"
EVENT_WRITHINGPILEOFMAGGOTS_REW5_M,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW5_F,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW5_N,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW6,"{catname} strikes at the maggots, scaring them aside to reveal what they were hiding beneath!
",bash good rare,"{catname} golpea a los gusanos, que se apartan asustados ¡y desvelan lo que se ocultaba debajo!
",{catname} frappe les asticots et leur fait peur. Ils s'écartent et révèlent ce qu'ils dissimulaient&nbsp;!,"{catname} schlägt auf die Maden ein. Sie bekommen Angst, zerstreuen sich und enthüllen, was sich unter ihnen befand!
","{catname} colpisce le larve spaventandole, in modo che rivelino ciò che stavano nascondendo!","{catname} ataca os vermes, assustando-os e fazendo-os desviar para revelar o que estavam escondendo por baixo!",,,,"{catname} 击打蛆虫堆，把它们吓跑，
露出了它们藏在下面的东西！
"
EVENT_WRITHINGPILEOFMAGGOTS_REW6_M,,,,,,,,,,,
EVENT_WRITHINGPILEOFMAGGOTS_REW6_F,,,,,,,,,,,
